,Order Priority,Market,Sales,Quantity,Shipping Cost,Discount,City,State,Country,Region,product category,Ship Mode
15894,3,4,193.32,4,15.05,0.0,2009,801,44,3,1,Standard Class
15895,3,4,334.68,4,23.64,0.0,3028,839,95,7,2,Standard Class
15896,3,4,599.16,2,51.53,0.0,2842,839,95,7,2,First Class
15897,3,4,70.38,6,8.96,0.0,2842,839,95,7,1,First Class
15898,3,4,359.64,3,19.46,0.1,483,169,47,3,1,Standard Class
15899,3,4,252.3,2,15.06,0.0,483,169,47,3,2,Standard Class
15900,3,4,105.18,2,5.45,0.0,483,169,47,3,1,Standard Class
15901,3,4,1156.68,9,141.34,0.1,483,169,47,3,0,Standard Class
15902,0,4,23.16,4,5.88,0.0,766,172,44,3,1,First Class
15903,0,4,20.16,3,4.55,0.0,766,172,44,3,1,First Class
15904,0,4,529.74,3,174.41,0.1,766,172,44,3,0,First Class
15905,3,4,16.5,2,1.15,0.0,1811,310,138,7,1,Standard Class
15906,3,4,161.94,2,16.68,0.0,1811,310,138,7,2,Standard Class
15907,3,4,1745.34,2,81.48,0.0,1811,310,138,7,0,Standard Class
15908,3,4,146.79,3,0.96,0.0,1811,310,138,7,1,Standard Class
15909,1,4,47.94,2,4.32,0.0,751,310,138,7,1,Second Class
15910,1,4,758.484,4,48.27,0.1,1163,586,119,10,1,Standard Class
15911,1,4,107.4,2,20.02,0.0,2472,309,63,10,1,Second Class
15912,3,4,323.212,5,31.66,0.15,1221,829,44,3,2,Second Class
15913,3,4,1622.34,3,168.62,0.15,1221,829,44,3,2,Second Class
15914,3,4,16.98,1,0.23,0.0,3441,310,138,7,1,Standard Class
15915,3,4,59.88,4,4.4,0.0,3441,310,138,7,1,Standard Class
15916,3,4,125.37,3,4.73,0.0,3441,310,138,7,2,Standard Class
15917,1,4,103.2,4,8.04,0.0,2836,129,119,10,1,Standard Class
15918,0,4,43.2,2,14.3,0.1,2612,172,44,3,1,First Class
15919,3,4,85.5,2,6.78,0.0,2735,208,119,10,1,Standard Class
15920,1,4,100.02,2,11.73,0.0,2224,770,44,3,0,Standard Class
15921,1,4,370.737,3,43.12,0.1,2224,770,44,3,1,Standard Class
15922,1,4,126.45,5,16.07,0.0,2224,770,44,3,0,Standard Class
15923,1,4,892.269,7,135.6,0.1,1358,578,47,3,1,First Class
15924,3,4,1732.71,7,32.51,0.0,290,208,119,10,2,Standard Class
15925,3,4,133.5,5,4.55,0.0,290,208,119,10,1,Standard Class
15926,3,4,122.22,7,12.43,0.0,3039,38,44,3,1,Standard Class
15927,3,4,27.81,3,2.53,0.0,3039,38,44,3,1,Standard Class
15928,1,4,300.63,11,31.42,0.0,1933,586,119,10,1,Standard Class
15929,1,4,9.6,2,1.09,0.0,1933,586,119,10,1,Standard Class
15930,1,4,135.72,4,13.55,0.0,1933,586,119,10,1,Standard Class
15931,1,4,49.5,3,3.11,0.0,1933,586,119,10,1,Standard Class
15932,3,4,743.4,5,72.32,0.0,1069,997,63,10,2,Second Class
15933,3,4,390.96,8,48.89,0.0,1069,997,63,10,1,Second Class
15934,3,4,34.92,2,1.27,0.0,1069,997,63,10,1,Second Class
15935,0,4,45.45,3,12.2,0.0,1620,718,47,3,1,Same Day
15936,1,4,39.54,1,2.34,0.0,1066,881,47,3,2,Second Class
15937,1,4,120.45,5,12.83,0.0,1066,881,47,3,1,Second Class
15938,0,4,38.34,3,9.53,0.0,483,169,47,3,1,First Class
15939,1,4,99.66,2,24.18,0.0,1933,586,119,10,1,First Class
15940,3,4,125.1,3,12.25,0.0,2291,881,47,3,1,Standard Class
15941,3,4,868.842,4,60.28,0.35,1325,711,44,3,0,Standard Class
15942,1,4,210.78,3,24.88,0.0,1068,216,44,3,2,Second Class
15943,1,4,139.32,3,22.17,0.0,1865,578,47,3,1,Standard Class
15944,1,4,27.33,1,3.58,0.0,1865,578,47,3,1,Standard Class
15945,3,4,53.01,3,5.32,0.0,471,310,138,7,1,Standard Class
15946,3,4,146.79,3,8.56,0.0,471,310,138,7,1,Standard Class
15947,3,4,170.52,2,6.48,0.0,471,310,138,7,2,Standard Class
15948,3,4,45.45,3,3.84,0.0,755,718,47,3,1,Standard Class
15949,3,4,55.56,4,4.95,0.0,755,718,47,3,1,Standard Class
15950,3,4,484.596,4,14.62,0.1,997,1016,119,10,1,Standard Class
15951,3,4,747.405,3,75.44,0.5,786,258,61,7,1,Standard Class
15952,3,4,28.575,5,0.28,0.5,786,258,61,7,1,Standard Class
15953,1,4,138.45,5,18.99,0.0,2521,206,119,10,1,First Class
15954,1,4,559.062,2,85.07,0.1,2521,206,119,10,2,First Class
15955,1,4,155.52,3,16.58,0.0,2521,206,119,10,1,First Class
15956,3,4,48.51,1,1.83,0.0,1396,310,138,7,1,Standard Class
15957,3,4,271.44,6,24.92,0.0,1396,310,138,7,1,Standard Class
15958,3,4,278.88,2,25.06,0.0,1792,310,138,7,2,Standard Class
15959,3,4,275.58,2,29.71,0.0,1792,310,138,7,2,Standard Class
15960,3,4,61.32,4,4.75,0.0,1792,310,138,7,1,Standard Class
15961,3,4,147.75,5,13.0,0.0,1792,310,138,7,1,Standard Class
15962,3,4,112.92,2,6.25,0.0,1792,310,138,7,1,Standard Class
15963,3,4,89.4,5,0.16,0.0,1792,310,138,7,1,Standard Class
15964,1,4,146.88,3,0.96,0.0,3347,1029,7,3,1,Same Day
15965,1,4,352.35,5,49.55,0.0,3347,1029,7,3,1,Same Day
15966,3,4,62.58,7,7.6,0.0,994,1016,119,10,1,Second Class
15967,3,4,440.64,8,22.77,0.1,448,718,47,3,1,Standard Class
15968,3,4,771.72,4,43.25,0.0,448,718,47,3,2,Standard Class
15969,3,4,110.64,8,3.01,0.0,490,310,138,7,1,First Class
15970,3,4,128.37,1,8.96,0.0,2641,310,138,7,1,Standard Class
15971,3,4,406.14,7,31.42,0.0,2641,310,138,7,0,Standard Class
15972,3,4,74.34,3,4.81,0.0,2641,310,138,7,1,Standard Class
15973,3,4,277.65,5,13.61,0.0,2641,310,138,7,0,Standard Class
15974,1,4,37.368,4,2.82,0.1,1869,310,138,7,1,Second Class
15975,1,4,220.185,5,21.27,0.1,1869,310,138,7,1,Second Class
15976,3,4,371.952,1,21.09,0.1,1922,829,44,3,0,Standard Class
15977,3,4,364.257,3,21.22,0.1,1922,829,44,3,0,Standard Class
15978,3,4,70.56,7,2.95,0.0,487,172,44,3,1,Standard Class
15979,3,4,43.83,3,5.39,0.0,2723,1024,63,10,1,First Class
15980,1,4,42.48,3,5.24,0.0,1935,880,47,3,1,Same Day
15981,1,4,260.496,2,24.73,0.1,1935,880,47,3,0,Same Day
15982,1,4,97.92,3,25.66,0.0,1935,880,47,3,1,Same Day
15983,3,4,29.25,3,2.45,0.5,2930,310,138,7,1,Standard Class
15984,3,4,77.67,3,4.38,0.5,2930,310,138,7,1,Standard Class
15985,1,4,37.71,3,5.67,0.0,1158,557,63,10,1,Standard Class
15986,1,4,111.12,4,19.44,0.0,1158,557,63,10,1,Standard Class
15987,3,4,46.65,5,4.38,0.0,311,126,124,3,1,Standard Class
15988,3,4,32.22,2,3.81,0.0,2755,829,44,3,1,Second Class
15989,3,4,18.54,2,2.24,0.0,2755,829,44,3,1,Second Class
15990,3,4,148.41,3,12.97,0.0,1025,718,47,3,1,Second Class
15991,3,4,513.12,2,62.68,0.0,1025,718,47,3,2,Second Class
15992,3,4,24.48,4,1.61,0.0,1025,718,47,3,1,Second Class
15993,1,4,21.42,3,2.97,0.0,1595,405,47,3,1,Second Class
15994,1,4,1177.17,3,131.28,0.1,1595,405,47,3,0,Second Class
15995,3,4,268.164,2,15.36,0.1,1595,405,47,3,0,Standard Class
15996,3,4,55.92,2,4.6,0.0,2009,801,44,3,1,Standard Class
15997,2,4,297.0,4,33.48,0.0,658,389,13,3,0,Standard Class
15998,2,4,42.12,3,3.3,0.0,658,389,13,3,1,Standard Class
15999,3,4,54.24,4,7.32,0.0,2186,133,47,3,1,Second Class
16000,3,4,94.05,5,9.88,0.0,1319,310,138,7,1,First Class
16001,3,4,290.73,11,12.71,0.0,1898,310,138,7,1,Standard Class
16002,3,4,520.38,3,25.82,0.0,1898,310,138,7,2,Standard Class
16003,3,4,66.177,3,3.27,0.1,1869,310,138,7,1,Second Class
16004,3,4,1116.99,10,42.17,0.1,1869,310,138,7,0,Second Class
16005,3,4,28.566,3,2.28,0.4,1869,310,138,7,0,Second Class
16006,1,4,210.96,8,28.0,0.0,477,167,47,3,0,Second Class
16007,3,4,218.79,3,19.57,0.0,3347,1029,7,3,2,Standard Class
16008,3,4,82.32,7,9.77,0.0,3347,1029,7,3,1,Standard Class
16009,3,4,1245.6,3,8.63,0.0,2119,899,63,10,0,Standard Class
16010,1,4,169.92,2,26.3,0.0,2765,801,44,3,2,Same Day
16011,1,4,62.3475,1,6.76,0.15,2765,801,44,3,2,Same Day
16012,3,4,338.688,8,65.37,0.1,2290,434,44,3,1,First Class
16013,3,4,100.44,2,3.6,0.0,3253,329,43,7,0,Standard Class
16014,1,4,459.513,3,77.01,0.1,1869,310,138,7,0,Second Class
16015,1,4,277.398,1,38.01,0.1,1869,310,138,7,2,Second Class
16016,1,4,125.064,3,19.52,0.1,1869,310,138,7,1,Second Class
16017,2,4,311.25,1,51.14,0.0,2186,133,47,3,2,Standard Class
16018,3,4,245.16,2,19.21,0.0,1938,310,138,7,0,Standard Class
16019,3,4,867.3,5,53.16,0.0,1938,310,138,7,2,Standard Class
16020,1,4,61.47,3,14.29,0.0,2465,310,138,7,1,First Class
16021,3,4,845.019,7,30.16,0.1,3326,829,44,3,1,Standard Class
16022,1,4,67.92,2,10.97,0.0,632,309,63,10,1,First Class
16023,1,4,74.556,2,10.16,0.4,632,309,63,10,1,First Class
16024,1,4,20.16,2,1.53,0.0,632,309,63,10,1,First Class
16025,3,4,143.04,8,9.83,0.0,3387,129,119,10,1,Standard Class
16026,3,4,94.92,4,7.67,0.0,3387,129,119,10,1,Standard Class
16027,3,4,25.35,1,1.49,0.0,3387,129,119,10,1,Standard Class
16028,2,4,736.5,5,121.47,0.0,1231,207,119,10,2,Standard Class
16029,3,4,62.4,2,9.37,0.0,2897,635,47,3,1,Same Day
16030,1,4,50.94,6,16.48,0.0,494,1044,138,7,1,First Class
16031,3,4,769.68,3,107.85,0.0,2549,310,138,7,2,First Class
16032,3,4,222.81,7,41.32,0.0,2549,310,138,7,1,First Class
16033,3,4,26.58,2,2.4,0.0,317,310,138,7,1,Standard Class
16034,3,4,225.9,6,12.32,0.0,755,718,47,3,1,Standard Class
16035,3,4,86.52,7,4.85,0.0,755,718,47,3,1,Standard Class
16036,3,4,281.52,6,17.02,0.0,730,434,44,3,1,Standard Class
16037,3,4,195.21,9,4.4,0.0,1025,718,47,3,1,Standard Class
16038,3,4,527.49,3,24.87,0.0,1025,718,47,3,2,Standard Class
16039,3,4,35.64,3,1.79,0.0,3095,207,119,10,1,Standard Class
16040,0,4,249.15,5,78.44,0.0,2289,434,44,3,1,First Class
16041,3,4,108.594,1,7.59,0.1,2373,85,119,10,2,Standard Class
16042,0,4,264.6,5,73.91,0.0,3425,310,138,7,1,First Class
16043,0,4,13.59,3,5.73,0.0,3425,310,138,7,1,First Class
16044,0,4,207.36,1,71.08,0.0,3425,310,138,7,1,First Class
16045,3,4,125.22,2,8.55,0.0,2990,310,138,7,1,Standard Class
16046,3,4,374.058,2,44.59,0.1,2651,133,47,3,1,Second Class
16047,3,4,2305.26,9,270.26,0.0,2651,133,47,3,2,Second Class
16048,3,4,24.93,1,2.74,0.0,1318,310,138,7,1,Standard Class
16049,3,4,189.96,4,9.06,0.0,1318,310,138,7,1,Standard Class
16050,3,4,59.58,2,6.64,0.0,1049,310,138,7,1,Standard Class
16051,1,4,561.87,5,69.08,0.1,1014,133,47,3,0,Standard Class
16052,1,4,225.18,2,30.37,0.1,1014,133,47,3,0,Standard Class
16053,1,4,2455.68,7,303.59,0.1,1014,133,47,3,0,Standard Class
16054,1,4,68.25,5,11.71,0.0,1014,133,47,3,1,Standard Class
16055,1,4,136.5,5,18.86,0.0,1014,133,47,3,1,Standard Class
16056,1,4,63.99,3,3.1,0.1,1014,133,47,3,1,Standard Class
16057,3,4,55.944,7,3.23,0.1,373,145,47,3,1,Standard Class
16058,0,4,56.76,4,17.26,0.0,2302,310,138,7,1,First Class
16059,1,4,51.66,2,4.77,0.0,451,61,44,3,1,Standard Class
16060,1,4,230.202,2,22.04,0.1,2768,434,44,3,1,First Class
16061,1,4,48.06,3,15.08,0.0,2768,434,44,3,1,First Class
16062,1,4,13.14,1,2.28,0.0,2768,434,44,3,1,First Class
16063,3,4,210.36,4,15.13,0.0,1730,61,44,3,1,Standard Class
16064,3,4,307.44,3,28.0,0.0,1730,61,44,3,2,Standard Class
16065,3,4,1119.58,6,58.07,0.1,1730,61,44,3,1,Standard Class
16066,3,4,153.81,3,9.5,0.0,1730,61,44,3,1,Standard Class
16067,3,4,25.8,4,3.2,0.0,1730,61,44,3,1,Standard Class
16068,3,4,59.22,2,2.45,0.0,1730,61,44,3,1,Standard Class
16069,3,4,52.92,1,3.85,0.0,1730,61,44,3,1,Standard Class
16070,3,4,44.64,3,2.56,0.0,1730,61,44,3,1,Standard Class
16071,0,4,802.2,7,136.93,0.0,86,59,63,10,2,First Class
16072,3,4,27.6,2,3.25,0.0,799,167,47,3,1,Standard Class
16073,2,4,21.96,2,3.45,0.0,1712,434,44,3,1,Standard Class
16074,1,4,81.69,1,11.24,0.0,3347,1029,7,3,2,First Class
16075,1,4,316.05,7,66.81,0.0,3347,1029,7,3,0,First Class
16076,1,4,113.4,3,17.89,0.0,3347,1029,7,3,1,First Class
16077,3,4,18.45,3,0.37,0.0,451,61,44,3,1,Standard Class
16078,3,4,194.4,4,14.34,0.0,451,61,44,3,1,Standard Class
16079,3,4,118.86,7,8.86,0.0,2789,854,7,3,1,Standard Class
16080,3,4,121.08,4,10.16,0.0,2318,718,47,3,1,Standard Class
16081,3,4,138.6,3,13.71,0.0,2318,718,47,3,1,Standard Class
16082,0,4,35.82,3,5.54,0.0,2769,770,44,3,1,Second Class
16083,3,4,74.7,5,4.2,0.0,1620,718,47,3,1,Standard Class
16084,3,4,936.27,3,1.17,0.0,3272,105,47,3,2,First Class
16085,1,4,1599.16,6,170.95,0.15,461,434,44,3,2,Standard Class
16086,3,4,152.28,6,10.64,0.0,3304,206,119,10,1,Standard Class
16087,3,4,376.74,3,21.36,0.0,3304,206,119,10,0,Standard Class
16088,1,4,55.98,2,11.82,0.0,1069,997,63,10,1,First Class
16089,1,4,216.108,3,27.71,0.4,1069,997,63,10,2,First Class
16090,3,4,88.938,2,4.39,0.1,2272,801,44,3,1,First Class
16091,1,4,145.2,10,4.77,0.0,1098,405,47,3,1,Standard Class
16092,3,4,75.33,9,5.44,0.0,2879,434,44,3,1,Standard Class
16093,3,4,30.96,3,3.04,0.0,2879,434,44,3,1,Standard Class
16094,3,4,693.198,6,43.29,0.1,2009,801,44,3,1,Standard Class
16095,3,4,645.966,3,20.09,0.15,1850,577,44,3,2,Standard Class
16096,3,4,72.6,5,7.09,0.0,284,573,44,3,1,Standard Class
16097,3,4,24.72,2,1.93,0.0,284,573,44,3,1,Standard Class
16098,3,4,25.14,2,1.74,0.0,284,573,44,3,1,Standard Class
16099,3,4,54.72,4,3.55,0.0,2009,801,44,3,1,Standard Class
16100,3,4,504.711,9,22.16,0.1,2009,801,44,3,0,Standard Class
16101,3,4,36.72,3,2.78,0.0,1221,829,44,3,1,Standard Class
16102,1,4,141.66,6,8.86,0.0,1288,310,138,7,1,Standard Class
16103,3,4,382.14,2,10.22,0.0,927,718,47,3,2,Standard Class
16104,0,4,289.35,5,34.47,0.0,3479,310,138,7,1,First Class
16105,0,4,173.94,1,31.36,0.0,1679,536,43,7,0,Same Day
16106,3,4,43.659,1,2.29,0.1,802,434,44,3,1,Standard Class
16107,3,4,160.992,8,18.43,0.6,1569,1078,33,7,0,First Class
16108,3,4,31.935,1,9.61,0.5,1569,1078,33,7,0,First Class
16109,3,4,49.77,6,3.91,0.5,1569,1078,33,7,1,First Class
16110,3,4,67.86,2,4.86,0.0,2522,434,44,3,1,Standard Class
16111,3,4,129.06,3,9.6,0.0,2522,434,44,3,2,Standard Class
16112,3,4,260.793,13,18.42,0.1,2522,434,44,3,1,Standard Class
16113,3,4,196.884,4,13.85,0.1,2522,434,44,3,1,Standard Class
16114,3,4,36.0,5,1.87,0.0,2522,434,44,3,1,Standard Class
16115,2,4,130.32,3,20.42,0.0,2465,310,138,7,2,Standard Class
16116,2,4,19.23,1,3.85,0.0,2465,310,138,7,1,Standard Class
16117,3,4,504.09,3,39.31,0.0,2459,4,63,10,0,Standard Class
16118,1,4,52.92,2,3.09,0.0,892,718,47,3,1,Standard Class
16119,3,4,42.0,2,1.65,0.0,598,770,44,3,1,Standard Class
16120,3,4,192.78,6,18.72,0.0,729,310,138,7,1,First Class
16121,3,4,70.95,5,4.09,0.5,779,417,33,7,2,Standard Class
16122,3,4,83.88,2,3.39,0.5,779,417,33,7,2,Standard Class
16123,3,4,2863.35,5,165.0,0.1,3553,206,119,10,2,Standard Class
16124,3,4,113.04,4,1.68,0.0,3040,105,47,3,1,Standard Class
16125,3,4,34.125,5,1.77,0.5,1915,911,123,7,1,First Class
16126,3,4,170.73,2,16.25,0.5,1915,911,123,7,0,First Class
16127,3,4,147.84,4,6.16,0.0,2757,434,44,3,1,First Class
16128,0,4,362.151,3,101.24,0.1,2078,434,44,3,1,Second Class
16129,0,4,191.31,7,46.54,0.0,2078,434,44,3,1,Second Class
16130,3,4,315.936,6,12.65,0.2,373,145,47,3,0,Second Class
16131,3,4,133.164,3,7.69,0.1,373,145,47,3,1,Second Class
16132,3,4,1631.92,6,58.09,0.45,373,145,47,3,0,Second Class
16133,3,4,98.46,2,12.16,0.0,485,569,63,10,1,Second Class
16134,1,4,90.3,2,15.72,0.0,3347,1029,7,3,0,Standard Class
16135,1,4,12.9,2,1.5,0.0,3347,1029,7,3,1,Standard Class
16136,3,4,192.6,5,11.6,0.0,1922,829,44,3,2,Second Class
16137,3,4,66.72,4,4.71,0.0,1922,829,44,3,1,Second Class
16138,1,4,406.98,2,86.47,0.15,3422,711,44,3,2,Standard Class
16139,3,4,2365.6,5,143.81,0.1,2318,718,47,3,1,Standard Class
16140,3,4,15.24,2,1.19,0.0,1008,573,44,3,1,Same Day
16141,3,4,174.42,4,6.67,0.1,1008,573,44,3,1,Same Day
16142,0,4,16.5,2,4.53,0.0,1796,310,138,7,1,Second Class
16143,3,4,103.2,2,8.93,0.0,1171,208,119,10,0,Second Class
16144,3,4,128.25,3,15.97,0.0,1171,208,119,10,1,Second Class
16145,3,4,46.32,2,2.76,0.0,1171,208,119,10,1,Second Class
16146,3,4,86.52,7,6.81,0.0,3300,1016,119,10,1,Standard Class
16147,3,4,311.688,3,17.71,0.1,3300,1016,119,10,2,Standard Class
16148,3,4,14.04,1,1.09,0.0,3300,1016,119,10,1,Standard Class
16149,1,4,1578.64,4,93.38,0.1,1297,393,47,3,0,Second Class
16150,3,4,339.36,2,32.46,0.0,1792,310,138,7,2,Second Class
16151,3,4,84.84,2,9.03,0.0,2186,133,47,3,0,Standard Class
16152,1,4,23.55,1,1.85,0.0,899,310,138,7,1,Standard Class
16153,3,4,261.03,1,34.14,0.0,1965,310,138,7,2,Second Class
16154,3,4,38.4,2,3.98,0.0,946,310,138,7,1,Standard Class
16155,1,4,212.52,14,19.69,0.0,1830,711,44,3,1,Standard Class
16156,1,4,94.2,2,8.84,0.0,1830,711,44,3,1,Standard Class
16157,1,4,5729.35,14,572.95,0.1,1830,711,44,3,0,Standard Class
16158,1,4,249.543,2,29.5,0.15,1830,711,44,3,2,Standard Class
16159,0,4,128.385,3,27.24,0.1,3459,405,47,3,1,Second Class
16160,3,4,78.3,3,4.25,0.0,2900,206,119,10,1,Standard Class
16161,3,4,28.56,2,2.51,0.0,2900,206,119,10,1,Standard Class
16162,3,4,380.55,5,35.02,0.0,1635,881,47,3,2,Standard Class
16163,3,4,193.68,4,9.31,0.0,1635,881,47,3,1,Standard Class
16164,3,4,33.06,2,3.51,0.0,579,801,44,3,1,First Class
16165,3,4,52.83,3,7.33,0.0,1788,434,44,3,0,Second Class
16166,2,4,240.45,5,26.74,0.0,3458,310,138,7,1,Standard Class
16167,3,4,79.11,3,1.28,0.0,2229,195,63,10,1,Standard Class
16168,3,4,651.96,6,46.82,0.0,2229,195,63,10,0,Standard Class
16169,3,4,497.592,4,43.79,0.4,2229,195,63,10,1,Standard Class
16170,3,4,113.94,6,5.45,0.0,2229,195,63,10,0,Standard Class
16171,3,4,66.6,4,8.3,0.0,3347,1029,7,3,1,Second Class
16172,3,4,193.14,6,35.65,0.0,2665,208,119,10,1,Second Class
16173,3,4,67.86,2,0.29,0.0,20,899,63,10,1,First Class
16174,2,4,1078.08,2,105.48,0.0,3251,782,63,10,1,Standard Class
16175,2,4,385.02,3,32.61,0.0,3251,782,63,10,2,Standard Class
16176,3,4,112.5,10,11.46,0.4,2703,552,63,10,1,Standard Class
16177,3,4,35.64,3,2.93,0.0,816,190,63,10,1,Standard Class
16178,3,4,560.655,5,45.58,0.1,604,711,44,3,0,Standard Class
16179,3,4,21.6,2,1.03,0.0,608,195,63,10,1,Standard Class
16180,3,4,1543.44,8,110.96,0.0,608,195,63,10,2,Standard Class
16181,0,4,58.98,2,22.78,0.0,1477,434,44,3,1,First Class
16182,0,4,189.0,14,36.91,0.0,1477,434,44,3,1,First Class
16183,0,4,676.485,5,330.51,0.1,1477,434,44,3,0,First Class
16184,0,4,775.62,3,182.04,0.0,1477,434,44,3,2,First Class
16185,0,4,138.45,5,57.92,0.0,1477,434,44,3,1,First Class
16186,3,4,1101.33,9,116.58,0.0,1155,350,124,3,2,Second Class
16187,1,4,27.96,1,4.23,0.0,3028,839,95,7,1,Standard Class
16188,1,4,18.72,2,0.1,0.5,938,879,47,3,1,Standard Class
16189,3,4,79.11,3,5.3,0.0,2327,405,47,3,1,Standard Class
16190,3,4,77.4,6,3.85,0.0,2327,405,47,3,1,Standard Class
16191,3,4,115.08,2,9.94,0.0,2327,405,47,3,2,Standard Class
16192,3,4,382.32,3,16.51,0.1,2327,405,47,3,1,Standard Class
16193,1,4,168.93,3,3.7,0.5,3032,934,123,7,2,Standard Class
16194,1,4,359.475,5,45.95,0.5,3032,934,123,7,0,Standard Class
16195,1,4,93.195,3,10.86,0.5,3032,934,123,7,1,Standard Class
16196,1,4,52.488,1,8.69,0.1,2401,687,119,10,1,Standard Class
16197,1,4,131.274,2,15.3,0.1,2401,687,119,10,2,Standard Class
16198,0,4,346.29,7,169.71,0.0,927,718,47,3,1,First Class
16199,3,4,127.296,3,9.53,0.2,3163,925,90,3,0,Standard Class
16200,3,4,10.41,2,0.58,0.5,3163,925,90,3,1,Standard Class
16201,3,4,15.9,4,1.06,0.5,3163,925,90,3,1,Standard Class
16202,0,4,166.275,5,73.68,0.5,1308,578,47,3,2,First Class
16203,0,4,40.38,4,4.0,0.5,1308,578,47,3,1,First Class
16204,3,4,34.38,3,4.75,0.0,3114,59,63,10,1,Second Class
16205,3,4,242.1,5,20.76,0.0,973,882,138,7,1,Second Class
16206,1,4,808.731,7,137.03,0.1,590,549,44,3,1,First Class
16207,1,4,42.66,3,3.88,0.0,590,549,44,3,1,First Class
16208,3,4,88.938,2,6.45,0.1,596,801,44,3,1,Standard Class
16209,1,4,125.4,5,15.06,0.0,3299,829,44,3,1,Standard Class
16210,1,4,74.925,5,6.76,0.1,1869,310,138,7,1,Standard Class
16211,1,4,44.793,3,3.73,0.1,1869,310,138,7,1,Standard Class
16212,1,4,130.56,4,11.93,0.0,755,718,47,3,1,Standard Class
16213,3,4,217.728,9,12.78,0.1,2415,434,44,3,1,Standard Class
16214,3,4,107.82,2,6.63,0.0,2415,434,44,3,1,Standard Class
16215,3,4,39.15,3,1.99,0.0,1949,434,44,3,1,Standard Class
16216,3,4,130.458,4,12.11,0.15,1949,434,44,3,2,Standard Class
16217,3,4,46.92,2,4.62,0.0,3383,434,44,3,1,Standard Class
16218,3,4,34.02,2,2.04,0.0,3383,434,44,3,1,Standard Class
16219,3,4,241.32,4,23.92,0.5,938,879,47,3,2,Standard Class
16220,3,4,49.5,2,2.83,0.5,938,879,47,3,1,Standard Class
16221,3,4,43.92,3,3.65,0.5,938,879,47,3,1,Standard Class
16222,3,4,13.185,1,0.8,0.5,938,879,47,3,1,Standard Class
16223,1,4,2049.84,5,170.61,0.1,459,718,47,3,0,Standard Class
16224,3,4,204.876,4,16.9,0.1,2743,1016,119,10,1,Standard Class
16225,1,4,92.7,3,9.61,0.0,1965,310,138,7,2,Standard Class
16226,1,4,425.25,7,52.14,0.0,1965,310,138,7,1,Standard Class
16227,1,4,245.94,2,16.73,0.0,1965,310,138,7,0,Standard Class
16228,3,4,106.8,4,10.7,0.0,927,718,47,3,1,Standard Class
16229,3,4,35.55,3,2.03,0.0,927,718,47,3,1,Standard Class
16230,3,4,39.33,3,4.31,0.0,927,718,47,3,1,Standard Class
16231,3,4,126.45,5,12.27,0.0,927,718,47,3,0,Standard Class
16232,3,4,1269.72,6,76.54,0.0,3360,204,7,3,1,Standard Class
16233,3,4,3221.4,7,112.49,0.0,3360,204,7,3,0,Standard Class
16234,3,4,19.23,1,1.9,0.0,3360,204,7,3,1,Standard Class
16235,3,4,79.08,4,5.48,0.0,3360,204,7,3,1,Standard Class
16236,3,4,1846.11,7,136.99,0.0,3360,204,7,3,2,Standard Class
16237,3,4,36.24,2,1.76,0.0,3360,204,7,3,1,Standard Class
16238,3,4,385.2,3,41.71,0.0,3360,204,7,3,1,Standard Class
16239,3,4,228.45,5,11.57,0.0,3360,204,7,3,1,Standard Class
16240,3,4,144.18,6,4.71,0.0,3360,204,7,3,1,Standard Class
16241,3,4,154.2,4,8.26,0.0,3360,204,7,3,1,Standard Class
16242,3,4,39.0,4,1.58,0.0,226,801,44,3,1,Standard Class
16243,3,4,255.42,2,8.75,0.1,226,801,44,3,0,Standard Class
16244,3,4,437.481,3,18.15,0.1,226,801,44,3,0,Standard Class
16245,3,4,50.25,5,3.44,0.0,1331,105,47,3,1,Standard Class
16246,2,4,13.11,1,1.09,0.0,3471,310,138,7,1,Standard Class
16247,3,4,290.85,5,16.79,0.0,2382,718,47,3,0,Standard Class
16248,3,4,602.76,2,22.1,0.0,2382,718,47,3,2,Standard Class
16249,3,4,29.88,2,2.45,0.0,3421,310,138,7,1,Standard Class
16250,3,4,1023.12,8,51.86,0.0,3421,310,138,7,1,Standard Class
16251,3,4,108.45,5,4.89,0.0,3421,310,138,7,1,Standard Class
16252,1,4,106.08,8,10.43,0.0,2637,718,47,3,1,Standard Class
16253,1,4,400.788,3,67.49,0.1,2637,718,47,3,0,Standard Class
16254,1,4,271.32,14,34.18,0.0,2637,718,47,3,1,Standard Class
16255,3,4,474.3,4,24.9,0.15,330,780,44,3,2,Standard Class
16256,3,4,33.21,3,3.19,0.0,330,780,44,3,1,Standard Class
16257,3,4,140.403,2,7.16,0.15,330,780,44,3,2,Standard Class
16258,3,4,59.16,2,4.53,0.0,330,780,44,3,1,Standard Class
16259,1,4,25.56,2,1.36,0.0,2703,552,63,10,1,Second Class
16260,1,4,101.04,2,8.94,0.0,2703,552,63,10,1,Second Class
16261,1,4,811.23,7,163.05,0.0,920,310,138,7,2,Same Day
16262,1,4,229.23,9,34.35,0.0,920,310,138,7,1,Same Day
16263,1,4,119.028,4,29.89,0.3,920,310,138,7,0,Same Day
16264,1,4,720.42,2,75.07,0.0,920,310,138,7,2,Same Day
16265,0,4,227.34,5,77.7,0.1,373,145,47,3,1,Same Day
16266,0,4,46.92,2,15.48,0.0,1336,310,138,7,1,First Class
