Row ID,Order ID,Product ID,Sales,Quantity,Discount,Profit,Shipping Cost
9636,MX-2014-163664,OFF-AP-10001458,327.6,5,0,62.2,49.566
9637,MX-2014-137911,TEC-AC-10001055,76.44,2,0,0,11.278
9638,MX-2014-137911,FUR-BO-10000728,552.36,2,0,121.48,40.875
9639,US-2013-155026,OFF-SU-10002227,42.72,4,0.4,-28.48,2.218
9640,US-2012-109736,TEC-CO-10000388,1063.97,5,0.002,-2.1322,83.057
9641,MX-2014-106859,OFF-BI-10000126,16.98,3,0,4.02,2.377
9642,MX-2014-106859,FUR-CH-10002297,96.42,3,0,12.48,17.025
9643,MX-2013-115868,OFF-BI-10001430,16.128,6,0.4,1.008,1.684
9644,MX-2013-115868,FUR-FU-10004598,20.232,2,0.4,-13.168,1.49
9645,US-2014-128307,OFF-BI-10003934,40.44,3,0.6,-40.44,4.233
9646,MX-2013-157007,OFF-SU-10004662,51.28,4,0,16.4,6.95
9647,MX-2014-115287,OFF-AR-10003829,88.2,6,0,23.76,5.72
9648,MX-2012-112480,TEC-CO-10001221,637.023,5,0.002,68.9234,23.609
9649,MX-2012-112480,OFF-ST-10002714,145.76,4,0,17.44,11.321
9650,MX-2012-112480,TEC-AC-10002159,326.84,2,0,143.8,37.198
9651,US-2013-168074,TEC-PH-10004242,197.424,4,0.4,-59.296,28.958
9652,US-2013-168074,FUR-BO-10003034,237.072,4,0.4,-102.768,33.202
9653,MX-2011-147585,OFF-ST-10000028,124.26,3,0,32.28,17.46
9654,MX-2011-147585,OFF-FA-10003891,9.66,1,0,0.18,1.172
9655,MX-2014-112179,OFF-EN-10000084,19.7,1,0,9.84,1.796
9656,MX-2014-112179,OFF-EN-10002490,112.14,7,0,38.08,6.332
9657,MX-2014-112179,OFF-ST-10002781,429.6,5,0,163.2,41.97
9658,MX-2014-112179,OFF-LA-10000738,14.04,3,0,6.42,1.206
9659,MX-2011-160346,TEC-CO-10000296,254.131,2,0.002,96.2507,11.394
9660,MX-2013-110681,OFF-BI-10004654,60.9,3,0,15.78,4.242
9661,US-2013-167367,OFF-EN-10004547,46.848,8,0.4,-28.992,5.569
9662,MX-2013-118619,OFF-LA-10002868,47.88,7,0,6.58,5.023
9663,US-2014-100489,OFF-SU-10002323,18.564,1,0.4,-12.376,1.101
9664,MX-2013-116624,OFF-EN-10002710,34.24,1,0,2.72,1.921
9665,MX-2013-116624,OFF-LA-10004320,14.88,2,0,2.2,2.075
9666,MX-2012-148271,TEC-AC-10001754,179.856,4,0.4,2.976,24.448
9667,MX-2012-148271,OFF-LA-10003422,15.444,3,0.4,2.004,3.005
9668,US-2014-138618,TEC-PH-10003011,146.688,2,0.4,-22.032,8.852
9669,MX-2012-147823,TEC-CO-10001589,1516.28,6,0.002,680.601,118.617
9670,MX-2012-147823,OFF-SU-10004658,80,4,0,19.2,5.965
9671,MX-2014-154858,FUR-CH-10004219,59.136,2,0.2,3.696,4.879
9672,US-2011-168256,OFF-AR-10001495,97.32,5,0.4,-34.08,6.499
9673,US-2011-168256,OFF-BI-10002799,21.888,4,0.4,-11.312,2.229
9674,US-2011-168256,OFF-BI-10003400,4.8,1,0.4,-1.92,0.579
9675,MX-2014-161949,OFF-BI-10000335,64.64,4,0.2,2.4,4.427
9676,US-2012-140214,TEC-CO-10003678,267.553,4,0.202,-14.1266,28.08
9677,US-2012-140214,OFF-ST-10004412,51.2,2,0.2,-9.6,5.247
9678,MX-2013-165547,OFF-PA-10004241,101.88,9,0,24.3,10.764
9679,MX-2013-165547,OFF-LA-10004495,16.24,4,0,5.84,1.474
9680,MX-2014-157924,TEC-PH-10001580,130.74,3,0,47.04,5.824
9681,MX-2014-106964,OFF-ST-10004532,447.2,5,0,147.5,45.366
9682,MX-2014-106964,FUR-CH-10004755,657.84,6,0,236.76,44.203
9683,US-2012-138450,OFF-LA-10002650,11.628,3,0.4,-0.432,2.748
9684,MX-2013-143210,OFF-ST-10003929,680.5,5,0,74.8,71.217
9685,MX-2013-143210,OFF-FA-10001684,21.9,3,0,8.1,0.969
9686,MX-2013-143210,OFF-EN-10000084,98.5,5,0,49.2,7.663
9687,US-2014-122007,FUR-BO-10004567,139.032,2,0.4,-32.448,14.215
9688,US-2014-122007,FUR-BO-10000746,150.696,3,0.4,7.476,29.813
9689,MX-2014-136623,OFF-FA-10001815,15.392,2,0.2,3.832,0.173
9690,US-2014-169635,FUR-FU-10003622,35.1,5,0.4,-18.2,7.89
9691,MX-2013-110982,OFF-BI-10000930,18.06,7,0,1.54,3.388
9692,US-2012-117982,FUR-FU-10004288,139.572,3,0.4,-79.128,9.978
9693,US-2012-117982,TEC-AC-10001364,63.76,2,0,29.32,7.538
9694,US-2012-117982,OFF-LA-10000845,16.68,6,0,7.44,1.538
9695,US-2012-117982,TEC-CO-10002113,1171.97,12,0.002,361.491,16.37
9696,US-2012-117982,OFF-LA-10001701,32.8,8,0,13.12,0.08
9697,US-2012-117982,OFF-FA-10000300,15.24,2,0,4.56,0.91
9698,MX-2012-157987,TEC-PH-10002755,146.7,3,0,52.8,3.184
9699,MX-2012-157987,OFF-LA-10004799,30.9,5,0,4.9,2.496
9700,MX-2012-157987,FUR-FU-10000743,382.9,5,0,26.8,27.213
9701,MX-2012-157987,OFF-BI-10002483,9.6,3,0,2.16,1.337
9702,MX-2012-157987,OFF-AP-10004913,2461.06,7,0,566.02,343.809
9703,MX-2012-157987,FUR-CH-10004755,1534.96,14,0,552.44,99.59
9704,MX-2012-157987,FUR-CH-10001343,340.38,3,0,112.32,63.193
9705,US-2011-127439,OFF-EN-10003859,119.952,6,0.4,-36.048,35.663
9706,US-2011-127439,FUR-BO-10001042,114.24,2,0.4,-47.6,9.12
9707,MX-2012-147669,TEC-PH-10004242,246.78,3,0,54.24,11.328
9708,US-2014-125346,TEC-AC-10000097,45.024,2,0.2,-1.136,5.031
9709,MX-2011-118087,OFF-BI-10000930,10.32,4,0,0.88,1.793
9710,MX-2014-119032,OFF-FA-10003799,23.4,3,0.4,3.12,1.354
9711,MX-2014-164217,TEC-PH-10004182,2142.3,5,0,556.9,363.1
9712,MX-2012-153500,TEC-AC-10003970,221.4,6,0,92.88,22.704
9713,MX-2012-153500,OFF-LA-10003515,16.56,2,0,6.12,0.692
9714,MX-2013-129847,OFF-EN-10004995,32.44,1,0,10.7,2.177
9715,MX-2013-129847,TEC-CO-10001468,1270.17,6,0.002,404.615,129.284
9716,US-2014-103128,FUR-FU-10003112,85.608,2,0.4,-15.712,2.768
9717,MX-2013-104241,OFF-ST-10002510,406.44,3,0,20.28,24.675
9718,MX-2013-133361,OFF-PA-10003708,19.84,1,0,0.18,1.596
9719,US-2011-144078,OFF-SU-10004316,206.844,11,0.4,-131.076,29.131
9720,US-2011-144078,OFF-AP-10003588,1054.02,5,0.4,-316.28,45.24
9721,US-2011-144078,TEC-AC-10003857,116.544,4,0.4,1.904,25.882
9722,US-2011-144078,FUR-CH-10004387,66.636,3,0.4,-20.004,4.905
9723,US-2011-144078,OFF-ST-10002463,57.6,3,0.4,-9.6,5.066
9724,US-2011-144078,FUR-CH-10003077,62.316,3,0.4,-0.024,8.56
9725,MX-2012-120572,OFF-FA-10001427,9.34,1,0,0.46,0.678
9726,US-2013-150602,TEC-AC-10004044,63.696,4,0.4,-12.784,2.668
9727,MX-2013-167948,OFF-LA-10002063,14.1,3,0,2.82,0.653
9728,US-2011-145674,FUR-CH-10001914,157.84,5,0.2,-0.06,59.642
9729,MX-2013-114153,OFF-AP-10003625,613.56,3,0,6.12,82.17
9730,MX-2011-152093,OFF-ST-10004930,72.32,2,0,14.44,6.576
9731,MX-2014-154046,OFF-SU-10001831,37.776,4,0.4,4.976,5.833
9732,MX-2012-111542,OFF-FA-10000522,58.66,7,0,11.06,6.896
9733,US-2014-105508,OFF-BI-10001324,72.288,6,0.4,-38.592,3.911
9734,MX-2014-106607,OFF-EN-10001861,40.98,3,0,15.96,1.112
9735,MX-2012-123764,FUR-CH-10003844,295.424,4,0.2,25.824,13.44
9736,MX-2012-123764,FUR-CH-10000430,365.76,5,0.2,41.06,30.356
9737,MX-2012-148614,FUR-BO-10004142,1460.5,5,0,598.8,166.136
9738,US-2013-159478,FUR-BO-10003221,182.376,3,0.4,-76.044,52.69
9739,MX-2012-101833,OFF-EN-10004211,26.32,2,0,11.28,1.931
9740,US-2013-141439,FUR-CH-10000233,23.928,1,0.4,-0.812,2.584
9741,US-2013-141439,OFF-AR-10003031,17.964,3,0.4,-9.936,1.197
9742,US-2013-141439,OFF-EN-10003661,9.972,3,0.4,0.312,0.378
9743,MX-2011-115840,OFF-SU-10003632,9.92,1,0,2.56,0.53
9744,MX-2011-115840,FUR-BO-10003631,158.912,2,0.2,11.912,14.649
9745,US-2013-162600,TEC-AC-10000890,310.752,3,0.4,-31.128,34.223
9746,US-2013-162600,OFF-FA-10003007,11.616,2,0.4,-3.104,0.655
9747,US-2013-162600,OFF-BI-10002799,10.944,2,0.4,-5.656,1.132
9748,US-2013-162600,OFF-PA-10002488,17.424,2,0.4,-6.416,0.789
9749,US-2013-162600,OFF-ST-10003750,107.46,5,0.4,-51.94,11.239
9750,US-2013-162600,OFF-PA-10002522,35.64,3,0.4,-16.08,2.584
9751,US-2013-162600,FUR-BO-10003291,48.612,1,0.4,-8.108,1.884
9752,US-2013-162600,OFF-BI-10000517,26.64,4,0.4,4.4,0.814
9753,US-2013-162600,OFF-ST-10004835,163.656,3,0.4,-95.484,2.816
9754,US-2013-162600,OFF-BI-10003503,10.512,3,0.4,-1.428,0.52
9755,US-2013-111185,OFF-FA-10000713,74.64,10,0.4,-33.76,14.753
9756,MX-2014-162824,TEC-CO-10000956,795.206,5,0.002,245.406,46.257
9757,MX-2014-162824,TEC-CO-10001742,790.416,5,0.002,378.516,54.789
9758,US-2014-116120,OFF-AP-10001565,20.288,2,0.6,-23.352,1.374
9759,US-2014-116120,OFF-ST-10002105,50.72,4,0.6,-49.52,5.102
9760,US-2014-116120,OFF-AR-10003794,31.168,4,0.6,-16.432,0.98
9761,MX-2013-102036,TEC-CO-10001221,382.214,3,0.002,41.354,20.789
9762,MX-2011-108350,OFF-LA-10001677,5.968,1,0.2,2.008,0.545
9763,MX-2014-101910,TEC-CO-10004981,143.52,3,0.402,9.12,51.043
9764,MX-2013-109400,OFF-BI-10002465,96.6,3,0,0.96,5.81
9765,MX-2013-109400,OFF-AR-10000740,56.98,7,0,26.18,6.166
9766,MX-2014-144638,TEC-AC-10004626,342.08,2,0,0,22.243
9767,MX-2013-108959,TEC-CO-10000266,876.843,5,0.002,375.943,65.874
9768,MX-2013-122504,OFF-BI-10000930,15.48,6,0,1.32,1.041
9769,MX-2013-122504,FUR-CH-10001675,50.24,1,0.2,0,2.26
9770,MX-2011-124555,OFF-FA-10000455,34.56,5,0.2,7.26,1.976
9771,MX-2014-122567,OFF-AR-10001813,15.64,1,0,5.78,0.915
9772,MX-2014-122567,OFF-SU-10003892,25.2,1,0,12.6,1.381
9773,MX-2013-120075,FUR-CH-10004993,601.888,7,0.2,52.528,55.535
9774,MX-2013-120075,FUR-CH-10004736,51.68,2,0.2,-1.96,9.965
9775,MX-2013-120075,FUR-FU-10002387,58.536,3,0.4,3.876,5.667
9776,MX-2013-120075,FUR-BO-10000567,697.584,3,0.2,17.424,83.039
9777,MX-2012-105487,OFF-ST-10001227,21.4,2,0,8.12,2.335
9780,MX-2012-129672,TEC-PH-10001288,346.08,4,0,155.68,42.493
9781,MX-2012-129672,FUR-CH-10001343,680.76,6,0,224.64,38.689
9782,MX-2012-129672,OFF-BI-10004145,6.04,2,0,2.44,1.132
9783,MX-2012-129672,OFF-SU-10004899,36.08,2,0,8.64,5.432
9784,MX-2012-129672,OFF-FA-10002163,27.96,3,0,4.14,2.963
9785,MX-2012-166485,OFF-EN-10003636,29.88,2,0,7.44,5.591
9786,US-2012-126284,TEC-MA-10004857,40.032,2,0.4,-25.368,0.84
9787,US-2012-126284,TEC-CO-10002427,209.013,2,0.402,-7.70704,14.436
9788,US-2012-126284,OFF-LA-10001469,31.968,9,0.4,3.168,1.486
9789,US-2012-126284,OFF-SU-10000192,50.004,3,0.4,-3.336,3.735
9790,US-2012-126284,OFF-FA-10002782,8.904,2,0.4,-1.336,0.309
9791,US-2012-117541,OFF-SU-10004110,16.248,2,0.4,-8.432,1.402
9792,US-2012-117541,FUR-BO-10003768,133.344,2,0.4,-17.816,5.244
9793,US-2012-117541,OFF-BI-10004142,22.512,7,0.4,0.672,2.237
9794,US-2012-117541,FUR-CH-10002291,94.8,5,0.4,-17.4,6.088
9795,US-2013-146507,TEC-CO-10003160,806.108,4,0.202,-133.412,47.397
9796,MX-2011-149034,OFF-FA-10002358,37.2,4,0,15.6,2.593
9797,MX-2011-149034,OFF-ST-10000505,457.7,5,0,64,17.293
9798,MX-2011-115140,OFF-BI-10001987,102.18,3,0,1.02,6.917
9799,MX-2011-115140,FUR-CH-10003697,117.66,3,0,12.9,8.639
9800,MX-2011-115140,OFF-PA-10002363,27.32,2,0,8.44,1.965
9801,MX-2011-115140,OFF-LA-10003487,6.34,1,0,2.2,0.471
9802,MX-2011-115140,TEC-AC-10004451,76.62,3,0,21.42,5.921
9803,MX-2014-114391,OFF-BI-10003653,19.58,1,0,5.48,2.003
9804,MX-2014-114391,TEC-AC-10000336,134.3,5,0,60.4,12.259
9805,MX-2013-167059,TEC-CO-10003160,1008.14,4,0.002,68.6197,53.363
9806,MX-2012-111962,OFF-SU-10004711,110.08,4,0,3.28,14.862
9807,US-2013-150259,FUR-FU-10003874,87.3,5,0.4,-36.4,8.833
9808,US-2013-150259,OFF-BI-10004470,3.18,1,0.4,-0.96,0.106
9809,US-2014-103317,OFF-AP-10002360,260.52,10,0.4,-113.08,41.37
9810,US-2014-103317,OFF-FA-10003815,38.7,5,0.4,-25.8,5.28
9811,US-2012-102519,FUR-CH-10001634,535.68,10,0.4,-267.92,66.408
9812,US-2012-102519,OFF-BI-10000517,46.62,7,0.4,7.7,6.081
9813,US-2012-102519,OFF-PA-10000960,34.8,5,0.4,-4.1,4.048
9814,US-2012-121853,TEC-PH-10001095,87.732,3,0.4,-45.348,7.297
9815,MX-2011-123624,TEC-PH-10002102,202.56,4,0,95.2,24.694
9816,MX-2011-123624,OFF-AR-10000904,121.28,4,0,6,15.076
9817,MX-2012-152905,OFF-BI-10002126,15.76,4,0,3.12,2.11
9818,MX-2012-152905,OFF-ST-10003760,191.88,6,0,69,18.473
9819,MX-2012-152905,OFF-ST-10003997,91.86,1,0,37.66,3.099
9820,MX-2012-152905,OFF-ST-10001326,328.14,9,0,85.14,17.191
9821,MX-2013-142573,TEC-CO-10001756,191.856,2,0.002,74.5755,17.992
9822,US-2013-136966,FUR-BO-10004075,313.92,4,0.4,-204.08,21.849
9823,MX-2014-138814,FUR-CH-10004899,73.28,1,0.2,19.22,6.197
9824,MX-2014-138814,FUR-CH-10001647,259.248,3,0.2,-32.412,17.126
9825,MX-2011-153360,OFF-LA-10001701,24.6,6,0,9.84,0.246
9826,MX-2012-166324,OFF-BI-10003975,5.08,1,0,2.02,0.331
9827,MX-2013-121090,FUR-CH-10003354,192.128,2,0.2,21.608,11.116
9828,MX-2012-112291,OFF-EN-10000714,95.6,4,0,3.76,5.826
9829,MX-2012-112291,TEC-CO-10000372,96.806,1,0.002,9.506,7.587
9830,MX-2012-112291,OFF-LA-10002782,8.72,2,0,3.04,0.632
9831,MX-2012-112291,FUR-BO-10003563,389.04,4,0,73.84,20.091
9832,MX-2012-157973,OFF-PA-10002488,43.56,3,0,7.8,7.629
9833,US-2012-109505,OFF-SU-10004119,35.184,2,0.4,-0.016,3.038
9834,MX-2014-147893,OFF-AR-10001053,40.28,2,0,0.8,12.671
9835,MX-2014-147893,OFF-EN-10000812,26.4,4,0,8.4,5.973
9836,MX-2014-147893,OFF-LA-10001701,20.5,5,0,8.2,5.717
9837,MX-2014-147893,OFF-EN-10004560,45.2,4,0,14.88,8.572
9838,MX-2014-147893,OFF-LA-10004370,46.08,8,0,16,19.074
9839,MX-2014-147893,OFF-AR-10000974,15.08,2,0,5.88,1.903
9840,MX-2014-111780,OFF-AR-10002055,64.24,4,0,31.44,6.023
9841,US-2011-137309,TEC-PH-10003935,167.724,3,0.4,-111.816,6.25
9842,US-2012-124604,TEC-CO-10002434,228.843,3,0.402,-73.4974,22.199
9843,US-2011-126270,FUR-BO-10004425,468.18,3,0.4,-124.86,6.1
9844,US-2011-126270,TEC-PH-10002068,52.224,2,0.4,-14.816,3.56
9845,MX-2014-142825,OFF-AP-10001931,128.8,2,0,33.48,11.153
9846,MX-2014-142825,FUR-BO-10004425,1820.7,7,0,436.94,114.605
9847,MX-2014-142825,OFF-EN-10004211,52.64,4,0,22.56,3.698
9848,US-2014-127894,OFF-AR-10002677,27.936,4,0.4,-8.864,7.802
9849,MX-2012-100958,OFF-LA-10000598,21.52,4,0,8.32,2.232
9850,US-2014-136917,TEC-CO-10002759,517.806,4,0.202,-118.114,150.109
9851,US-2014-141985,FUR-FU-10004596,17.556,1,0.4,-9.664,3.241
9852,US-2014-141985,FUR-BO-10004425,624.24,3,0.2,31.2,93.365
9853,US-2014-141985,FUR-FU-10002837,311.304,7,0.4,-67.536,77.752
9854,US-2014-141985,FUR-BO-10001946,88.608,1,0.2,-21.052,21.255
9855,MX-2014-121377,OFF-FA-10002835,17.58,3,0,7.68,1.816
9856,MX-2014-142692,OFF-PA-10000872,97.8,10,0,11.6,33.534
9857,MX-2014-140305,OFF-AP-10004627,1810.3,5,0,54.3,378.258
9858,MX-2014-140305,OFF-SU-10002498,37.04,2,0,3.68,6.213
9859,MX-2014-113495,OFF-AP-10003561,602.28,3,0,228.84,97.515
9860,MX-2014-113495,TEC-MA-10001302,100.8,3,0,42.3,8.387
9861,MX-2014-105970,OFF-EN-10003559,56.28,7,0,24.64,4.928
9862,MX-2011-124030,TEC-PH-10003885,117.92,2,0,33,10.254
9863,MX-2011-124030,TEC-MA-10000170,404.4,5,0,113.2,28.444
9864,MX-2011-124030,TEC-AC-10000335,347,2,0,69.4,15.33
9865,US-2014-139703,TEC-PH-10004358,388.608,4,0.2,-14.592,32.167
9866,US-2014-139703,OFF-BI-10000827,33.088,4,0.2,2.848,3.101
9867,US-2014-139703,OFF-LA-10003372,10.752,3,0.2,0.792,0.443
9868,US-2014-139703,OFF-ST-10002598,58.816,2,0.2,1.456,4.179
9869,US-2014-139703,OFF-BI-10000404,11.232,2,0.2,1.792,0.706
9870,US-2014-139703,OFF-EN-10003636,11.952,1,0.2,0.732,0.573
9871,MX-2012-121601,FUR-CH-10003982,657.396,9,0.4,21.816,60.696
9872,US-2011-112893,OFF-BI-10000813,53.088,2,0.2,-5.312,4.352
9873,US-2011-112893,OFF-AP-10000873,904.032,6,0.2,101.592,71.861
9874,US-2011-112893,TEC-CO-10001818,781.721,10,0.202,-129.479,13.296
9875,MX-2014-122021,FUR-CH-10000105,17.412,1,0.4,1.152,2.772
9876,MX-2014-122021,OFF-AR-10003336,10.836,1,0.4,-0.904,0.616
9877,US-2013-134019,OFF-SU-10003162,35.532,3,0.4,-0.648,3.238
9878,MX-2011-129553,FUR-CH-10000843,618.24,2,0,55.64,75.526
9879,MX-2011-129553,OFF-AR-10000404,52.08,3,0,18.72,6.502
9880,MX-2013-149167,TEC-CO-10002113,97.6643,1,0.002,30.1243,6.589
9881,MX-2013-149167,OFF-BI-10000925,5.88,2,0,1.76,0.732
9882,MX-2011-159212,FUR-CH-10003448,34.064,1,0.2,7.664,4.234
9883,MX-2011-159212,OFF-ST-10003729,18.112,2,0.2,-0.688,3.114
9884,MX-2011-159212,OFF-SU-10001132,62.4,3,0.2,8.58,8.294
9885,MX-2012-131527,FUR-BO-10002214,451.6,4,0,4.48,110.634
9886,MX-2012-131527,OFF-FA-10004587,21.36,2,0,0.2,5.118
9887,MX-2012-104066,FUR-BO-10000502,1169.36,4,0,187.04,87.118
9888,MX-2013-145723,FUR-BO-10000087,396.4,4,0,87.2,49.848
9889,MX-2013-119879,OFF-SU-10000294,51.16,2,0,18.92,3.643
9890,MX-2014-132871,OFF-EN-10003675,124.32,4,0,59.6,17.364
9891,MX-2014-132871,OFF-BI-10001987,102.18,3,0,1.02,23.889
9892,MX-2012-119494,OFF-EN-10002396,74.34,3,0,17.82,4.68
9893,MX-2012-119494,FUR-FU-10004338,12.62,1,0,4.28,0.192
9894,US-2012-169222,FUR-CH-10004652,51.264,3,0.4,-12.816,4.369
9895,MX-2011-120929,FUR-CH-10001270,618.24,7,0,253.4,33.136
9896,US-2012-147081,OFF-EN-10001939,127.116,11,0.4,-76.384,15.432
9897,US-2014-145975,OFF-SU-10003019,21.528,2,0.4,-1.472,1.719
9898,US-2014-150315,FUR-CH-10004725,92.304,3,0.2,-3.516,7.18
9899,MX-2014-105319,TEC-MA-10000232,818.02,7,0,302.54,10.188
9900,MX-2014-105319,OFF-PA-10000863,10.2,1,0,0,0.681
9901,MX-2013-168683,FUR-FU-10000705,370.4,5,0,29.6,15.961
9902,MX-2013-168683,FUR-BO-10000148,285.66,3,0,0,3.137
9903,MX-2013-168683,OFF-FA-10001199,26.04,3,0,6.72,1.926
9904,MX-2013-126529,OFF-AR-10001833,12.76,1,0,4.72,0.741
9905,MX-2014-141096,OFF-ST-10004381,1193.4,9,0,286.38,89.693
9906,MX-2011-104794,TEC-PH-10000960,292.8,6,0,46.8,31.655
9907,MX-2011-104794,TEC-CO-10000388,1063.97,5,0.002,-2.1322,107.657
9908,MX-2011-104794,OFF-ST-10000886,526.64,4,0,21.04,38.563
9909,MX-2011-104794,OFF-EN-10001047,75.76,4,0,31.04,9.725
9910,MX-2011-104794,OFF-EN-10000812,59.4,9,0,18.9,4.316
9911,MX-2011-104794,TEC-AC-10002799,207.54,3,0,64.32,23.321
9912,MX-2011-104794,OFF-BI-10000542,18.68,2,0,0.92,3.543
9913,MX-2013-101525,TEC-AC-10000376,295.452,3,0.4,14.772,51.236
9914,MX-2014-118528,FUR-CH-10002088,180.224,4,0.2,8.944,34.012
9915,MX-2014-118528,TEC-PH-10001427,432.16,8,0,108,14.479
9916,MX-2014-118528,OFF-BI-10004428,26.58,3,0,3.72,1.823
9917,MX-2014-118528,TEC-AC-10000763,225.24,3,0,78.78,32.726
9918,MX-2014-118528,FUR-FU-10002751,40.008,2,0.4,-22.672,0.4
9919,MX-2014-161725,TEC-AC-10004975,37.9,1,0,5.68,3.851
9920,MX-2012-100258,OFF-PA-10004359,17.56,1,0,4.74,1.111
9921,MX-2012-100258,OFF-LA-10003487,6.34,1,0,2.2,0.86
9922,MX-2012-100258,OFF-PA-10004020,18.64,1,0,8,0.01
9923,MX-2014-145772,TEC-AC-10001491,83.04,3,0,2.46,4.344
9924,MX-2014-131702,OFF-PA-10000362,26.52,3,0,5.28,2.449
9925,MX-2014-131702,OFF-ST-10001729,408.36,3,0,77.58,42.543
9926,MX-2014-131702,FUR-CH-10000932,1015.17,4,0.2,329.888,43.022
9927,US-2013-124618,FUR-CH-10003706,185.52,5,0.2,-6.98,77.422
9928,US-2012-164140,TEC-AC-10001221,163.968,4,0.4,-38.272,18.678
9929,MX-2013-141761,TEC-CO-10001818,293.292,3,0.002,19.9322,37.585
9930,MX-2013-141761,FUR-FU-10002485,34.54,1,0,11.04,3.638
9931,MX-2012-168697,OFF-ST-10002251,417.34,11,0,208.56,117.537
9932,US-2014-144764,FUR-FU-10003370,25.536,4,0.4,-15.824,2.178
9933,US-2014-144764,TEC-AC-10002664,66.384,2,0.4,-6.656,4.379
9934,US-2014-144764,OFF-PA-10002563,12.528,2,0.4,-8.152,0.879
9935,MX-2011-128111,FUR-CH-10001819,108.912,3,0.2,29.892,12.242
9936,MX-2013-141992,FUR-FU-10002818,21.144,2,0.4,3.504,1.257
9937,MX-2014-140837,OFF-FA-10000713,12.44,1,0,1.6,2.757
9938,MX-2011-113243,TEC-MA-10001447,111.12,2,0,20,4.645
9939,MX-2011-113243,TEC-CO-10001234,423.192,2,0.002,41.5519,40.534
9940,MX-2012-109463,OFF-FA-10004258,18.76,2,0,8.04,1.476
9941,MX-2012-139227,TEC-PH-10004888,66.768,1,0.4,10.008,8.816
9942,MX-2012-139227,OFF-BI-10002799,49.248,9,0.4,-25.452,6.189
9943,MX-2013-109547,OFF-FA-10003892,47.8,5,0,10.9,3.646
9944,MX-2013-109547,OFF-SU-10001831,78.7,5,0,37.7,5.88
9945,MX-2012-166842,OFF-AR-10002677,46.56,4,0,9.76,6.992
9946,MX-2014-166541,OFF-EN-10003472,39.7,5,0,5.1,3.717
9947,MX-2014-166541,OFF-EN-10004186,168.2,5,0,74,10.917
9948,MX-2014-166541,TEC-AC-10003367,540.82,7,0,237.86,21.081
9949,MX-2014-166541,OFF-EN-10000075,66.96,2,0,20.72,1.264
9950,MX-2014-166541,OFF-AR-10000461,13.18,1,0,1.3,1.004
9951,MX-2014-166541,OFF-BI-10004654,40.6,2,0,10.52,4.548
9952,MX-2014-166541,TEC-PH-10001264,405.12,4,0,52.64,45.09
9953,MX-2014-166541,OFF-SU-10004658,60,3,0,14.4,3.221
9954,MX-2014-166541,TEC-PH-10001063,747.18,9,0,358.56,10.128
9955,MX-2014-166541,FUR-CH-10003733,267.744,6,0.2,20.064,32.089
9956,MX-2014-166541,TEC-MA-10001098,341.72,2,0,136.68,16.591
9957,MX-2014-166541,OFF-EN-10003898,24.92,2,0,0.24,0.866
9958,MX-2014-166541,TEC-MA-10003251,169.2,3,0,25.38,12.31
9959,MX-2011-109169,OFF-EN-10003332,120.64,4,0,40.96,9.577
9960,MX-2011-109169,FUR-TA-10003929,1312.64,5,0.2,377.34,169.684
9961,US-2013-111549,OFF-BI-10000136,3.708,1,0.4,-1.672,0.222
9962,US-2014-126032,OFF-SU-10003082,94.608,6,0.4,-26.832,6.105
9963,MX-2014-131464,OFF-FA-10004924,27.78,3,0,7.5,2.803
9964,US-2014-155845,TEC-CO-10003633,175.991,3,0.402,-74.2086,11.524
9965,MX-2013-144855,OFF-AP-10000179,2423.54,7,0,24.22,163.456
9966,MX-2013-144855,FUR-BO-10003438,658.24,8,0,138.08,19.435
9967,US-2013-166457,OFF-SU-10000085,114.324,7,0.4,-5.796,7.658
9968,US-2013-166457,OFF-LA-10000714,7.992,3,0.4,-5.088,1.105
9969,MX-2013-105242,OFF-BI-10000188,14.24,4,0,0.4,1.188
9970,MX-2013-105242,FUR-CH-10001490,1227.2,4,0,527.68,86.017
9971,MX-2013-105242,OFF-FA-10001684,21.9,3,0,8.1,1.176
9972,MX-2013-105242,OFF-ST-10002070,248.64,7,0,12.32,18.963
9973,MX-2012-106243,FUR-TA-10000750,551.872,2,0.2,68.952,33.985
9974,US-2014-131954,OFF-EN-10001616,38.736,6,0.4,-10.344,2.242
9975,US-2014-131954,OFF-PA-10002539,39.864,2,0.4,-4.656,2.174
9976,US-2014-131954,FUR-FU-10000110,70.32,4,0.4,-46.88,3.938
9977,US-2014-131954,OFF-ST-10002685,158.328,2,0.4,-102.952,35.823
9978,US-2014-131954,OFF-ST-10002371,226.56,4,0.4,-147.28,39.826
9979,US-2014-131954,OFF-EN-10000532,26.628,7,0.4,3.528,3.48
9980,US-2014-131954,TEC-PH-10002127,781.776,3,0.4,-482.124,28.854
9981,US-2014-102106,FUR-TA-10002519,514.548,3,0.7,-720.372,105.383
9982,US-2014-102106,FUR-FU-10004923,21.096,2,0.4,-1.424,3.129
9983,MX-2013-108616,OFF-AR-10004818,53.28,3,0,7.44,12.072
9984,MX-2012-108161,OFF-LA-10004519,31.28,4,0,12.48,5.8
9985,MX-2014-164308,OFF-FA-10001684,7.3,1,0,2.7,0.38
9986,MX-2013-110828,TEC-AC-10002308,375.4,5,0,97.6,50.079
