,Product ID,Sales,Discount,Profit,order Count,Category Encode,Percentage Profit,Mean Profit Categorical,Least Sale Price,Sub-Category,Profit Predict
14867,OFF-BI-10000308,13.5,0.0,4.32,5,3,3.125,5.364743756435006,-22.71202035593629,Binders,2.17480155237498
14872,TEC-CO-10003523,320.458,0.15,26.3685,3,6,12.153061417979787,25.13978430112498,-3707.664498784955,Copiers,63.67189008537474
14875,OFF-AR-10001777,49.5,0.0,16.32,18,2,3.0330882352941178,2.749114742092974,-18.5405898668011,Art,3.799443241159146
14893,TEC-CO-10001425,106.87066666666668,0.15,8.8005,2,6,12.143703956214612,25.13978430112498,-1236.482087392047,Copiers,21.77874979040146
14895,TEC-PH-10002597,136.65,0.0,12.270000000000001,11,13,11.136919315403421,17.979630824317184,-1091.8082760714715,Phones,21.2254209638752
14906,OFF-BI-10001833,7.35,0.0,2.25,11,3,3.2666666666666666,5.364743756435006,-12.365433304898644,Binders,1.7860852431908398
14917,OFF-BI-10003124,6.84,0.0,1.41,8,3,4.851063829787234,5.364743756435006,-11.50742364700772,Binders,1.746037562758616
14925,OFF-BI-10004028,9.27,0.0,4.05,9,3,2.2888888888888888,5.364743756435006,-15.595587311076248,Binders,1.906465856468948
14934,OFF-ST-10001576,13.932,0.4,-1.638,7,14,-8.505494505494505,6.524557246851228,-31.518065781565653,Storage,2.316529568799453
14941,OFF-PA-10004034,20.82,0.0,8.52,5,12,2.443661971830986,3.761473905291685,-18.336943354086436,Paper,2.4635370133403853
14946,TEC-AC-10003172,45.21,0.0,13.56,5,0,3.334070796460177,10.542759146137087,-193.10907049842888,Accessories,5.757701281368433
14951,TEC-AC-10004791,75.681,0.1,-2.529,1,0,-29.92526690391459,10.542759146137087,-323.2622774694004,Accessories,8.868086924423906
14952,OFF-SU-10003509,16.5,0.0,6.75,3,15,2.4444444444444446,2.294925182481752,-2.4331327554744533,Supplies,2.074695637514573
14955,OFF-BI-10000620,6.45,0.0,1.65,13,3,3.9090909090909096,5.364743756435006,-10.851298614502895,Binders,1.7325044859424352
14968,OFF-ST-10004702,9.261,0.1,1.941,7,14,4.771251931993817,6.524557246851228,-20.950962331544606,Storage,1.9764176587594733
14975,TEC-PH-10004810,124.53,0.0,29.880000000000003,5,13,4.167670682730924,17.979630824317184,-994.9717132761093,Phones,19.461090621925635
14980,FUR-CH-10003248,42.309000000000005,0.1,3.279,6,5,12.90301921317475,11.697042052787832,-205.1360761057002,Chairs,5.762839624936113
14986,TEC-AC-10003335,110.22000000000001,0.0,19.830000000000002,3,0,5.558245083207262,10.542759146137087,-470.7914565436149,Accessories,12.443634089821572
14989,TEC-PH-10003137,139.35,0.0,41.79,3,13,3.334529791816224,17.979630824317184,-1113.3807776842998,Phones,21.599579938131427
14992,OFF-AR-10002454,54.54,0.0,26.16,13,2,2.084862385321101,2.749114742092974,-20.428359016875405,Art,4.046711949435064
15005,TEC-AC-10000089,256.35,0.0,99.96,3,0,2.56452581032413,10.542759146137087,-1094.9681535561213,Accessories,26.738966921169226
15008,OFF-ST-10002151,9.234,0.1,1.6139999999999999,10,14,5.721189591078067,6.524557246851228,-20.889880808712117,Storage,1.9812026105485074
15018,OFF-PA-10001223,43.578,0.1,13.548,3,12,3.2165633303808683,3.761473905291685,-38.38075492240053,Paper,3.759119309610071
15021,TEC-AC-10002122,81.69,0.0,4.89,3,0,16.70552147239264,10.542759146137087,-348.9289973239693,Accessories,9.491825119370823
15024,OFF-AP-10003577,66.42,0.0,0.66,2,1,100.63636363636364,24.811801592370525,-757.579930882625,Appliances,13.603180441199015
15026,TEC-PH-10003683,173.46,0.0,50.28,8,13,3.4498806682577565,17.979630824317184,-1385.9133813930293,Phones,26.157987414157233
15034,OFF-ST-10003305,23.97,0.0,0.45,12,14,53.266666666666666,6.524557246851228,-54.22681860351197,Storage,3.0693027183656127
15046,TEC-AC-10003463,55.14,0.0,15.99,2,0,3.448405253283302,10.542759146137087,-235.5238696589995,Accessories,6.762281940696241
15048,OFF-SU-10002611,10.017,0.1,2.997,3,15,3.3423423423423424,2.294925182481752,-1.4771327764598556,Supplies,1.77751385741567
15051,OFF-ST-10002759,44.01,0.1,-3.45,8,14,-12.756521739130434,6.524557246851228,-99.56288221696127,Storage,4.572502299388134
15059,OFF-AR-10002094,26.298,0.1,0.858,10,2,30.65034965034965,2.749114742092974,-9.850109743780507,Art,2.6040729552460675
15069,OFF-LA-10003295,12.719999999999999,0.0,6.359999999999999,5,10,2.0,1.2406590753424658,4.829408280821918,Labels,1.817513812153102
15074,FUR-FU-10004604,48.93,0.0,4.38,6,9,11.17123287671233,4.498363758732702,-61.122469357395545,Furnishings,4.307742394496678
15080,TEC-MA-10000753,220.805,0.15,15.5745,4,11,14.177341166650615,8.847668167999117,-755.9996849175225,Machines,21.618461325064246
15084,OFF-FA-10004709,16.29,0.0,5.7,6,8,2.857894736842105,1.26022,6.0255081,Fasteners,1.9581762681455785
15090,OFF-AP-10001266,74.76299999999999,0.1,29.072999999999997,6,1,2.5715612423898464,24.811801592370525,-852.7393612251988,Appliances,15.252752020597924
15096,OFF-AP-10000226,61.397999999999996,0.1,27.288,2,1,2.25,24.811801592370525,-700.2994970841828,Appliances,12.624032910187111
15098,OFF-SU-10002346,13.799999999999999,0.0,1.08,5,15,12.777777777777777,2.294925182481752,-2.0349837591240867,Supplies,1.954616321504119
15103,TEC-AC-10003343,28.319999999999997,0.0,12.719999999999999,3,0,2.2264150943396226,10.542759146137087,-120.96546950930113,Accessories,4.052161618716575
15106,OFF-ST-10000020,26.43,0.0,10.83,15,14,2.440443213296399,6.524557246851228,-59.79202401713897,Storage,3.260200240595985
15121,FUR-BO-10001834,144.96,0.0,34.77,3,4,4.169111302847282,18.807917595793494,-1218.2378673431126,Bookcases,23.10933994355631
15124,OFF-SU-10002357,41.43,0.0,11.16,4,15,3.7123655913978495,2.294925182481752,-6.109375155109497,Supplies,3.2452783486538834
15128,TEC-CO-10001567,222.64066666666668,0.15,-36.67933333333333,5,6,-6.069921299914576,25.13978430112498,-2575.928501662666,Copiers,38.95775269701858
15133,OFF-LA-10003210,12.81,0.0,3.57,8,10,3.588235294117647,1.2406590753424658,4.863578622431507,Labels,1.8274024884502253
15141,FUR-FU-10004459,42.57,0.0,7.65,3,9,5.564705882352941,4.498363758732702,-53.17767260462557,Furnishings,3.8987970976791146
15144,TEC-CO-10000967,299.94,0.0,119.97000000000001,5,6,2.5001250312578143,25.13978430112498,-3470.2734516397136,Copiers,58.08324492642059
15149,TEC-PH-10004772,143.22,0.0,7.140000000000001,4,13,20.058823529411764,17.979630824317184,-1144.3013633293538,Phones,22.147324714225014
15153,FUR-FU-10001775,17.703,0.3,-6.327000000000001,3,9,-2.7980085348506396,4.498363758732702,-22.114266810422507,Furnishings,2.3606146523640703
15156,TEC-CO-10002232,64.35,0.5,-38.61,5,6,-1.6666666666666665,25.13978430112498,-744.5225598886963,Copiers,13.340047013545757
15161,TEC-MA-10004584,23.205,0.5,-0.015,2,11,-1547.0,8.847668167999117,-79.45006991920977,Machines,3.314050616995189
15163,OFF-ST-10000355,9.33,0.0,2.9699999999999998,9,14,3.141414141414142,6.524557246851228,-21.10705955656098,Storage,1.985998065118963
15172,OFF-AR-10002433,10.32,0.0,4.53,11,2,2.2781456953642385,2.749114742092974,-3.865432069199745,Art,1.8207949263982215
15183,OFF-LA-10001169,6.75,0.0,0.99,4,10,6.818181818181818,1.2406590753424658,2.5627756207191776,Labels,1.5842395726422183
15187,OFF-AR-10004881,44.43,0.0,14.64,10,2,3.0348360655737703,2.749114742092974,-16.64158399559542,Art,3.519098322900959
15197,OFF-LA-10002490,6.48,0.0,0.06,2,10,108.00000000000001,1.2406590753424658,2.4602645958904112,Labels,1.5699496786893903
15199,FUR-BO-10001621,121.05,0.0,50.82,6,4,2.381936245572609,18.807917595793494,-1017.2992124854011,Bookcases,19.57573649858746
15205,OFF-BI-10001384,6.915,0.5,-1.8150000000000002,10,3,-3.8099173553719003,5.364743756435006,-11.633601537874036,Binders,1.7548187250194616
15215,OFF-AR-10001606,20.19,0.0,6.659999999999999,8,2,3.031531531531532,2.749114742092974,-7.562313321428576,Art,2.29697180768585
15223,TEC-PH-10004552,62.0925,0.15,12.4125,5,13,5.002416918429003,17.979630824317184,-496.1076134794574,Phones,10.205462681329912
15228,TEC-AC-10003327,70.26,0.0,6.3,6,0,11.152380952380954,10.542759146137087,-300.1071288037959,Accessories,8.319971060484505
15234,OFF-BI-10000844,2.265,0.5,-0.015,6,3,-151.0,5.364743756435006,-3.810572304162644,Binders,1.4451718191363554
15240,OFF-PA-10002043,52.56,0.0,14.19,4,12,3.704016913319239,3.761473905291685,-46.291534231065484,Paper,4.286642323145436
15244,OFF-EN-10000274,15.24,0.0,4.56,4,7,3.342105263157895,2.8998306506849314,-6.856709558219176,Envelopes,2.0641433453980085
15248,OFF-AR-10003066,26.43,0.0,2.37,15,2,11.151898734177214,2.749114742092974,-9.899551316758647,Art,2.6230833649237226
15263,OFF-AP-10000818,48.3,0.5,-30.93,1,1,-1.5615906886517943,24.811801592370525,-550.9050084557482,Appliances,10.113908534819345
15264,TEC-AC-10004317,53.16,0.0,17.01,3,0,3.1252204585537915,10.542759146137087,-227.0665381043238,Accessories,6.562208527609897
15267,OFF-BI-10002935,12.479999999999999,0.0,0.9900000000000001,6,3,12.606060606060604,5.364743756435006,-20.99600104015444,Binders,2.109902127756399
15273,TEC-MA-10003261,76.464,0.1,30.564,5,11,2.501766784452297,8.847668167999117,-261.8000493989423,Machines,8.190530709482879
15278,OFF-AR-10003633,51.63,0.0,8.76,12,2,5.8938356164383565,2.749114742092974,-19.33839706713013,Art,3.893731346118024
15290,OFF-BI-10002083,6.659999999999999,0.0,0.5700000000000001,8,3,11.684210526315788,5.364743756435006,-11.20459670892857,Binders,1.7343481731608392
15298,OFF-PA-10001758,28.5,0.0,2.85,4,12,10.0,3.761473905291685,-25.101003150406505,Paper,2.8949226683464246
15302,OFF-AP-10002577,42.089999999999996,0.0,0.84,1,1,50.107142857142854,24.811801592370525,-480.0743645114376,Appliances,8.948496498720601
15303,OFF-AP-10000672,568.29,0.0,136.38,1,1,4.1669599648042235,24.811801592370525,-6481.859363464123,Appliances,84.91548531470127
15304,OFF-EN-10003080,22.89,0.0,3.66,8,7,6.254098360655737,2.8998306506849314,-10.298561797089043,Envelopes,2.4568821365667617
15312,TEC-CO-10000013,318.54,0.0,130.59,6,6,2.4392373076039515,25.13978430112498,-3685.4734456401757,Copiers,63.16697208119298
15318,FUR-TA-10004132,206.817,0.35,-98.643,1,16,-2.096621148991819,-15.90052738756614,1851.0666863571332,Tables,0.9169744741296597
15319,FUR-BO-10002182,178.281,0.1,9.891,5,4,18.024567788899,18.807917595793494,-1498.26617844783,Bookcases,27.49789609350326
15324,OFF-AP-10003717,54.0,0.1,-4.2,7,1,-12.857142857142856,24.811801592370525,-615.9186429940041,Appliances,11.20821680905771
15331,OFF-EN-10003533,9.9,0.5,-5.37,1,7,-1.8435754189944134,2.8998306506849314,-4.45416172089041,Envelopes,1.7922835597443338
15332,TEC-AC-10002158,56.1,0.5,-3.39,4,0,-16.548672566371682,10.542759146137087,-239.62439404914528,Accessories,6.863605196519288
15336,TEC-PH-10003513,73.944,0.4,-45.606,3,13,-1.6213656097881857,17.979630824317184,-590.798910836655,Phones,11.944041507579314
15339,OFF-AR-10001607,13.979999999999999,0.5,-12.87,12,2,-1.086247086247086,2.749114742092974,-5.236312047229887,Art,2.000819814573248
15351,OFF-ST-10002608,5.37,0.5,-1.41,9,14,-3.808510638297873,6.524557246851228,-12.148436207795548,Storage,1.698821431700928
15360,FUR-BO-10001892,194.49,0.5,-163.38,3,4,-1.1904149834741096,18.807917595793494,-1634.4859466029382,Bookcases,29.33195622443831
15363,TEC-MA-10000687,41.463,0.15,11.703000000000001,5,11,3.542937708279928,8.847668167999117,-141.96243262487368,Machines,4.962919570661747
15368,OFF-AP-10000540,450.117,0.1,-5.013,2,1,-89.78994614003591,24.811801592370525,-5133.989848676521,Appliances,88.63995330935639
15370,OFF-EN-10004677,26.01,0.0,10.38,2,7,2.505780346820809,2.8998306506849314,-11.70229761215753,Envelopes,2.6026310743129173
15372,FUR-BO-10004408,110.646,0.1,-11.094,2,4,-9.973499188750676,18.807917595793494,-929.8644251520836,Bookcases,17.97506697430454
15374,FUR-CH-10000488,66.624,0.2,5.814,4,5,11.45923632610939,11.697042052787832,-323.0278648624682,Chairs,8.402831773987224
15378,FUR-BO-10000967,364.74,0.0,120.36,5,4,3.030408773678963,18.807917595793494,-3065.25993194486,Bookcases,49.44457964139316
15383,OFF-AR-10001461,56.88,0.0,0.54,6,2,105.33333333333333,2.749114742092974,-21.304823265124185,Art,4.1521344017961255
15389,TEC-CO-10003807,124.29,0.0,42.24,3,6,2.942471590909091,25.13978430112498,-1438.021895393412,Copiers,24.953721718405532
15392,OFF-SU-10001983,35.37,0.0,2.46,3,15,14.378048780487804,2.294925182481752,-5.215751852189783,Supplies,2.9554829905073774
15395,FUR-BO-10003554,143.97,0.0,10.05,4,4,14.325373134328357,18.807917595793494,-1209.9179481331948,Bookcases,22.969042939664142
15399,OFF-AR-10001110,16.095,0.5,-3.885,11,2,-4.142857142857142,2.749114742092974,-6.028500886993207,Art,2.1018912454882255
15410,OFF-ST-10003132,17.712,0.1,1.152,8,14,15.375000000000002,6.524557246851228,-40.069478978114475,Storage,2.596630772816958
15418,OFF-AR-10002165,49.86,0.0,0.0,10,2,inf,2.749114742092974,-18.67543052037783,Art,3.797714821634621
15428,OFF-BI-10000368,12.57,0.0,1.62,15,3,7.759259259259259,5.364743756435006,-21.147414509194014,Binders,2.1370347111027073
15443,OFF-SU-10001125,27.78,0.0,4.71,4,15,5.898089171974522,2.294925182481752,-4.096510784671537,Supplies,2.600328187581468
15447,OFF-BI-10001820,50.46,0.0,0.99,10,3,50.96969696969697,5.364743756435006,-84.8924849748552,Binders,4.688745723067669
15457,FUR-CH-10003249,52.947,0.1,16.467,10,5,3.215339770449991,11.697042052787832,-256.7146427844787,Chairs,6.924706667302601
15467,TEC-MA-10004323,70.76266666666668,0.15,-5.0175,4,11,-14.103172230526493,8.847668167999117,-242.27963000803283,Machines,7.6572495039574235
15471,OFF-AR-10000219,15.75,0.0,1.71,5,2,9.210526315789474,2.749114742092974,-5.899278593982167,Art,2.0723291145725042
15476,TEC-CO-10000228,122.62950000000001,0.15,-13.0005,2,6,-9.432675666320526,25.13978430112498,-1418.810089477403,Copiers,24.664783558850054
15478,OFF-BI-10000121,6.72,0.0,2.82,8,3,2.382978723404255,5.364743756435006,-11.30553902162162,Binders,1.7382442097465471
15486,TEC-MA-10001009,309.24,0.0,86.58,3,11,3.571725571725572,8.847668167999117,-1058.7864521360239,Machines,28.94085554597255
15489,OFF-AR-10000409,50.79,0.0,6.6000000000000005,8,2,7.695454545454544,2.749114742092974,-19.023768875451083,Art,3.8411082120256594
15497,OFF-BI-10003058,13.32,0.0,5.46,14,3,2.4395604395604398,5.364743756435006,-22.40919341785714,Binders,2.1837039421690108
15511,FUR-CH-10003772,59.238,0.1,19.728,3,5,3.002737226277372,11.697042052787832,-287.21668856152286,Chairs,7.594617554060001
15514,OFF-AR-10001720,49.470000000000006,0.0,7.89,7,2,6.269961977186313,2.749114742092974,-18.529353145669717,Art,3.77091105785248
15521,OFF-AP-10000005,310.32,0.0,21.72,5,1,14.287292817679559,24.811801592370525,-3539.4791350722107,Appliances,59.78666015011776
15526,OFF-EN-10003392,10.245000000000001,0.5,-6.585,4,7,-1.5558086560364466,2.8998306506849314,-4.609382508133562,Envelopes,1.8150972068911315
15530,OFF-FA-10004734,8.295,0.5,-2.835,7,8,-2.925925925925926,1.26022,3.06823755,Fasteners,1.6480117428936225
15537,TEC-CO-10001192,123.93,0.0,19.8,4,6,6.259090909090909,25.13978430112498,-1433.8567342192096,Copiers,24.892368035542322
15541,OFF-SU-10003343,46.169999999999995,0.0,12.0,9,15,3.8474999999999997,2.294925182481752,-6.808347837591242,Supplies,3.482705160692163
15550,OFF-PA-10000961,16.68,0.0,0.48,5,12,34.75,3.761473905291685,-14.690692370132652,Paper,2.2321595235252403
15555,TEC-AC-10002204,39.75,0.0,1.17,4,0,33.97435897435898,10.542759146137087,-169.7873380294746,Accessories,5.20299198588291
15559,TEC-PH-10001470,68.391,0.15,-1.629,2,13,-41.983425414364646,17.979630824317184,-546.4314658529382,Phones,11.124134359947767
15561,OFF-LA-10004148,9.27,0.0,4.26,3,10,2.176056338028169,1.2406590753424658,3.5195451857876714,Labels,1.6796925864511536
15564,OFF-AR-10003117,29.01,0.0,11.879999999999999,11,2,2.441919191919192,2.749114742092974,-10.865909334058578,Art,2.7418516565058013
15575,OFF-EN-10001997,18.792,0.1,4.152,4,7,4.526011560693642,2.8998306506849314,-8.454808793835618,Envelopes,2.24187753810223
15579,TEC-AC-10001030,13.605,0.5,-10.905,4,0,-1.2475928473177442,10.542759146137087,-58.11211909159755,Accessories,2.5938308047524004
15583,TEC-CO-10003608,159.915,0.5,-79.965,2,6,-1.9998124179328454,25.13978430112498,-1850.1993032572004,Copiers,30.30762647503949
15585,OFF-PA-10002196,21.330000000000002,0.1,6.15,6,12,3.4682926829268292,3.761473905291685,-18.786119199935825,Paper,2.494103274576325
15591,OFF-PA-10004145,22.059,0.1,3.159,3,12,6.982905982905984,3.761473905291685,-19.42817643841464,Paper,2.5289632427396853
15594,TEC-AC-10004997,103.32900000000001,0.1,13.749,5,0,7.515382936940869,10.542759146137087,-441.3573799055996,Accessories,11.733862217733261
15599,FUR-BO-10004327,145.89000000000001,0.0,21.87,3,4,6.670781893004116,18.807917595793494,-1226.0535490251566,Bookcases,23.241653023328936
15602,FUR-FU-10004579,44.01,0.0,15.840000000000002,6,9,2.7784090909090904,4.498363758732702,-54.97649451091311,Furnishings,3.995789944519899
15608,OFF-ST-10003764,15.282,0.1,6.281999999999999,9,14,2.4326647564469916,6.524557246851228,-34.57214192319024,Storage,2.4202747846978454
15617,OFF-ST-10004020,183.762,0.1,-8.178,6,14,-22.47028613352898,6.524557246851228,-415.72084439793775,Storage,15.860833525955638
15623,TEC-MA-10001279,50.28,0.0,0.99,2,11,50.78787878787879,8.847668167999117,-172.15037774349778,Machines,5.761694816709934
15625,FUR-BO-10000490,327.40142857142854,0.1,18.162,4,4,18.026727704626612,18.807917595793494,-2751.4681160868204,Bookcases,43.06814675918542
15629,TEC-PH-10000705,76.11,0.0,15.96,7,13,4.768796992481203,17.979630824317184,-608.1048510193905,Phones,12.271978501217042
15636,TEC-MA-10003478,110.7,0.0,21.03,1,11,5.263908701854493,8.847668167999117,-379.01843309875113,Machines,11.398924951184064
15637,OFF-PA-10002534,9.18,0.5,-2.58,2,12,-3.5581395348837206,3.761473905291685,-8.085165225288833,Paper,1.8105717425679586
15639,FUR-TA-10002411,257.955,0.5,-247.665,2,16,-1.0415480588698443,-15.90052738756614,2308.7652711298115,Tables,14.116358612599715
15641,OFF-LA-10004487,11.28,0.0,2.01,1,10,5.611940298507463,1.2406590753424658,4.282682815068493,Labels,1.7538436693120545
15642,OFF-AR-10002681,45.657,0.1,11.157,13,2,4.09222909384243,2.749114742092974,-17.10116588986945,Art,3.5889489374451244
15655,OFF-SU-10002094,26.649,0.1,9.159,4,15,2.9095971175892563,2.294925182481752,-3.929730593978107,Supplies,2.5473087100996707
15659,TEC-PH-10000070,43.866,0.4,-20.484,6,13,-2.141476274165202,17.979630824317184,-350.4812428697488,Phones,7.5554176711439
15665,OFF-BI-10003774,30.3,0.0,13.92,10,3,2.1767241379310347,5.364743756435006,-50.97586790999033,Binders,3.30576157702221
15675,OFF-FA-10000429,14.37,0.0,3.0,2,8,4.79,1.26022,5.3153193000000005,Fasteners,1.8751011618260733
15677,OFF-LA-10001618,8.76,0.0,1.3800000000000001,5,10,6.347826086956521,1.2406590753424658,3.32591325,Labels,1.6639356527646
15682,OFF-ST-10004097,14.013,0.1,5.583,11,14,2.5099408919935517,6.524557246851228,-31.701310350063125,Storage,2.331953369017235
15693,TEC-AC-10001251,59.25,0.0,1.17,3,0,50.64102564102564,10.542759146137087,-253.0792397043112,Accessories,7.1842959911780895
15696,FUR-BO-10004704,125.34,0.0,60.15,5,4,2.083790523690773,18.807917595793494,-1053.352195728378,Bookcases,20.224714050331688
15701,OFF-ST-10000127,51.219,0.1,17.619,10,14,2.9070321811680575,6.524557246851228,-115.87164881323653,Storage,5.131249007526542
15711,FUR-CH-10004969,49.896,0.1,5.526,4,5,9.029315960912053,11.697042052787832,-241.9218051329509,Chairs,6.580366638242097
15715,OFF-AR-10003247,22.05,0.0,3.96,12,2,5.568181818181818,2.749114742092974,-8.258990031575038,Art,2.39815029268118
15727,OFF-BI-10004801,52.59,0.0,12.6,9,3,4.173809523809524,5.364743756435006,-88.47593707545849,Binders,4.8348697455867935
15736,OFF-ST-10003414,49.626,0.1,4.956,14,14,10.013317191283292,6.524557246851228,-112.26783896611954,Storage,5.0180967370895715
15750,TEC-CO-10004558,63.449999999999996,0.5,-55.86000000000001,3,6,-1.1358754027926958,25.13978430112498,-734.1096569531899,Copiers,13.159015622464999
15753,OFF-AR-10003005,27.63,0.0,4.14,12,2,6.673913043478261,2.749114742092974,-10.349020162014433,Art,2.675343829554471
15765,FUR-FU-10002539,48.87,0.0,21.990000000000002,5,9,2.2223738062755793,4.498363758732702,-61.04751844463355,Furnishings,4.301833110153659
15770,TEC-CO-10004042,321.9885,0.15,83.3085,4,6,3.8650137741046833,25.13978430112498,-3725.37221872139,Copiers,64.07197446285159
15774,FUR-BO-10001133,372.843,0.1,91.113,4,4,4.092094432188601,18.807917595793494,-3133.357210084217,Bookcases,50.99421200673055
15778,TEC-PH-10000810,36.6,0.5,-5.88,4,13,-6.224489795918368,17.979630824317184,-292.4272440850045,Phones,6.501673591165151
15782,OFF-ST-10000430,119.88,0.1,10.65,9,14,11.256338028169013,6.524557246851228,-271.2019613762626,Storage,10.605703751487148
15791,TEC-PH-10000494,126.15,0.0,27.75,5,13,4.545945945945946,17.979630824317184,-1007.9152142438063,Phones,19.698174582574293
15796,FUR-BO-10003903,128.52,0.1,-1.4400000000000002,4,4,-89.25,18.807917595793494,-1080.07678470569,Bookcases,20.70182983991517
15800,OFF-BI-10001124,13.11,0.0,0.9,15,3,14.566666666666666,5.364743756435006,-22.055895323431464,Binders,2.1724870839106245
15815,FUR-BO-10001003,141.45,0.0,67.89,2,4,2.083517454706142,18.807917595793494,-1188.739971962495,Bookcases,22.604691550667155
15817,FUR-BO-10000895,146.76,0.0,42.54,5,4,3.449929478138223,18.807917595793494,-1233.3649931793268,Bookcases,23.367110331249172
15822,TEC-PH-10000037,131.478,0.15,-13.932,6,13,-9.437123169681309,17.979630824317184,-1050.4849507597874,Phones,20.47436086719803
15828,OFF-PA-10001537,29.7,0.0,12.45,1,12,2.3855421686746987,3.761473905291685,-26.157887493581512,Paper,2.9573642272267975
15829,OFF-FA-10002715,18.66,0.0,8.940000000000001,7,8,2.0872483221476505,1.26022,6.9021474000000005,Fasteners,2.0532505855640864
15836,TEC-AC-10000254,41.52,0.0,13.26,5,0,3.131221719457014,10.542759146137087,-177.34767987380596,Accessories,5.38394619098063
15841,OFF-BI-10000880,6.69,0.5,-1.62,4,3,-4.12962962962963,5.364743756435006,-11.255067865275095,Binders,1.7272285181267364
15845,OFF-LA-10000707,9.24,0.0,2.85,11,10,3.2421052631578946,1.2406590753424658,3.508155071917808,Labels,1.695797668460827
15856,FUR-CH-10003355,67.041,0.1,20.841,5,5,3.2167842234057864,11.697042052787832,-325.04969813047455,Chairs,8.45056430075217
15861,OFF-EN-10003904,14.76,0.0,2.34,5,7,6.307692307692308,2.8998306506849314,-6.640750202054797,Envelopes,2.0422079826201553
15866,OFF-ST-10002042,13.44,0.5,-7.26,9,14,-1.8512396694214877,6.524557246851228,-30.40502469884025,Storage,2.2848544977678955
15875,FUR-CH-10000546,238.04999999999998,0.5,-47.61000000000001,3,5,-4.999999999999999,11.697042052787832,-1154.1904303330714,Chairs,26.45810345427935
15878,OFF-FA-10003818,9.84,0.0,3.63,5,8,2.7107438016528924,1.26022,3.639717600000001,Fasteners,1.7044416408157232
15883,OFF-ST-10000922,114.264,0.1,-10.176,11,14,-11.22877358490566,6.524557246851228,-258.49700462710433,Storage,10.152147147683223
15894,TEC-PH-10004450,81.75,0.0,15.51,4,13,5.270793036750484,17.979630824317184,-653.1674099439649,Phones,13.101981844409622
15898,OFF-EN-10002015,24.930000000000003,0.0,1.23,6,7,20.268292682926834,2.8998306506849314,-11.21638906078767,Envelopes,2.5558224741947555
15904,OFF-AR-10000724,15.479999999999999,0.0,2.61,13,2,5.93103448275862,2.749114742092974,-5.798148103799619,Art,2.077278946254509
15917,OFF-PA-10002755,27.75,0.0,6.09,4,12,4.556650246305419,3.761473905291685,-24.440450435922124,Paper,2.8523599370567965
15921,OFF-EN-10003381,29.4,0.0,14.4,5,7,2.0416666666666665,2.8998306506849314,-13.227510565068492,Envelopes,2.7811459470407627
15926,OFF-AR-10004986,14.49,0.0,4.77,9,2,3.037735849056604,2.749114742092974,-5.427336306463594,Art,2.019315908540456
15935,OFF-AP-10004946,84.75,0.0,25.41,5,1,3.33530106257379,24.811801592370525,-966.650092476701,Appliances,17.23318608436823
15940,OFF-FA-10000670,15.065999999999999,0.1,0.48600000000000004,8,8,30.999999999999996,1.26022,5.57276274,Fasteners,1.9144598326589843
15948,TEC-PH-10004105,129.87,0.0,5.1899999999999995,4,13,25.02312138728324,17.979630824317184,-1037.6373275770366,Phones,20.238762585555797
15952,OFF-PA-10002040,24.9,0.5,-18.93,5,12,-1.3153724247226624,3.761473905291685,-21.93035012088147,Paper,2.692475835455461
15957,OFF-ST-10002506,99.21,0.5,-65.49,9,14,-1.5148877691250573,6.524557246851228,-224.44066223005512,Storage,8.926012998530858
15966,OFF-LA-10002353,5.475,0.5,-3.075,3,10,-1.7804878048780486,1.2406590753424658,2.07869578125,Labels,1.5324628233105813
15969,OFF-EN-10003271,21.09,0.0,6.51,4,7,3.2396313364055302,2.8998306506849314,-9.488714211472598,Envelopes,2.3576110577836715
15973,FUR-CH-10002085,74.007,0.1,27.117,8,5,2.7291735811483573,11.697042052787832,-358.8244956003346,Chairs,9.219330583917817
15981,OFF-SU-10002653,13.229999999999999,0.5,-3.99,3,15,-3.31578947368421,2.294925182481752,-1.9509300821167912,Supplies,1.9238632175011787
15984,OFF-LA-10004058,5.625,0.5,-3.615,7,10,-1.5560165975103732,1.2406590753424658,2.135646350599315,Labels,1.5464317873992215
15991,TEC-AC-10001032,28.665,0.5,-5.175,3,0,-5.539130434782609,10.542759146137087,-122.43909546200976,Accessories,4.08601613888689
15994,OFF-AP-10000258,62.262,0.1,-4.848,1,1,-12.842821782178218,24.811801592370525,-710.1541953720869,Appliances,12.790230578993622
15995,TEC-AC-10004117,32.01,0.0,15.03,3,0,2.129740518962076,10.542759146137087,-136.72686013392408,Accessories,4.421750055437215
15998,OFF-SU-10002544,15.675,0.5,-8.805,7,15,-1.780238500851789,2.294925182481752,-2.3114761177007317,Supplies,2.0442913224898476
16005,TEC-MA-10001142,169.95000000000002,0.0,23.790000000000003,4,11,7.1437578814627996,8.847668167999117,-581.880602575725,Machines,16.976310796962498
16009,OFF-EN-10001202,12.54,0.0,6.0,5,7,2.09,2.8998306506849314,-5.6419381797945185,Envelopes,1.9316414861672584
16014,OFF-AP-10004572,484.46166666666664,0.1,188.39166666666665,2,1,2.5715663290131374,24.811801592370525,-5525.721709554573,Appliances,92.70159402978952
16016,OFF-LA-10000709,13.11,0.0,5.37,3,10,2.441340782122905,1.2406590753424658,4.977479761130137,Labels,1.8286957444527658
